13.6;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;8.5;0;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7;20;20;20;20;22.3;22.3;22.3;22.3;24.6;24.6;24.6;24.6;26.9;26.9;26.9;26.9;29.2;29.2;29.2;29.2
11.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;0;8.5;8.5;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7;20;20;20;20;22.3;22.3;22.3;22.3;24.6;24.6;24.6;24.6;26.9;26.9;26.9;26.9
15.26;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;0;8.5;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7;20;20;20;20;22.3;22.3;22.3;22.3;24.6;24.6;24.6;24.6;26.9;26.9;26.9;26.9
11.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;0;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7;20;20;20;20;22.3;22.3;22.3;22.3;24.6;24.6;24.6;24.6;26.9;26.9;26.9;26.9
15.26;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;8.5;0;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7;20;20;20;20;22.3;22.3;22.3;22.3;24.6;24.6;24.6;24.6;26.9;26.9;26.9;26.9
17.25;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;0;8.5;8.5;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7;20;20;20;20;22.3;22.3;22.3;22.3;24.6;24.6;24.6;24.6
17.25;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;0;8.5;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7;20;20;20;20;22.3;22.3;22.3;22.3;24.6;24.6;24.6;24.6
17.25;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;0;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7;20;20;20;20;22.3;22.3;22.3;22.3;24.6;24.6;24.6;24.6
17.25;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;8.5;0;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7;20;20;20;20;22.3;22.3;22.3;22.3;24.6;24.6;24.6;24.6
19.34;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;0;8.5;8.5;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7;20;20;20;20;22.3;22.3;22.3;22.3
19.34;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;0;8.5;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7;20;20;20;20;22.3;22.3;22.3;22.3
19.34;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;0;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7;20;20;20;20;22.3;22.3;22.3;22.3
19.34;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;8.5;0;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7;20;20;20;20;22.3;22.3;22.3;22.3
21.54;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;0;8.5;8.5;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7;20;20;20;20
21.54;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;0;8.5;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7;20;20;20;20
21.54;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;0;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7;20;20;20;20
21.54;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;8.5;0;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7;20;20;20;20
23.45;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;0;8.5;8.5;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7
23.45;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;0;8.5;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7
23.45;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;0;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7
23.45;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;8.5;0;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4;17.7;17.7;17.7;17.7
25.55;26.9;26.9;24.6;24.6;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;0;8.5;8.5;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4
25.55;26.9;26.9;24.6;24.6;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;0;8.5;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4
25.55;26.9;26.9;24.6;24.6;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;0;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4
25.55;26.9;26.9;24.6;24.6;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;8.5;0;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1;15.4;15.4;15.4;15.4
27.35;29.2;29.2;26.9;26.9;26.9;26.9;24.6;24.6;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;0;8.5;8.5;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1
27.35;29.2;29.2;26.9;26.9;26.9;26.9;24.6;24.6;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;0;8.5;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1
27.35;29.2;29.2;26.9;26.9;26.9;26.9;24.6;24.6;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;0;8.5;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1
27.35;29.2;29.2;26.9;26.9;26.9;26.9;24.6;24.6;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;8.5;0;10.8;10.8;10.8;10.8;13.1;13.1;13.1;13.1
29.65;31.5;31.5;29.2;29.2;29.2;29.2;26.9;26.9;26.9;26.9;24.6;24.6;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;0;8.5;8.5;8.5;10.8;10.8;10.8;10.8
29.65;31.5;31.5;29.2;29.2;29.2;29.2;26.9;26.9;26.9;26.9;24.6;24.6;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;0;8.5;8.5;10.8;10.8;10.8;10.8
29.65;31.5;31.5;29.2;29.2;29.2;29.2;26.9;26.9;26.9;26.9;24.6;24.6;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;0;8.5;10.8;10.8;10.8;10.8
29.65;31.5;31.5;29.2;29.2;29.2;29.2;26.9;26.9;26.9;26.9;24.6;24.6;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;8.5;0;10.8;10.8;10.8;10.8
31.55;33.8;33.8;31.5;31.5;31.5;31.5;29.2;29.2;29.2;29.2;26.9;26.9;26.9;26.9;24.6;24.6;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;0;8.5;8.5;8.5
31.55;33.8;33.8;31.5;31.5;31.5;31.5;29.2;29.2;29.2;29.2;26.9;26.9;26.9;26.9;24.6;24.6;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;0;8.5;8.5
31.55;33.8;33.8;31.5;31.5;31.5;31.5;29.2;29.2;29.2;29.2;26.9;26.9;26.9;26.9;24.6;24.6;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;0;8.5
31.55;33.8;33.8;31.5;31.5;31.5;31.5;29.2;29.2;29.2;29.2;26.9;26.9;26.9;26.9;24.6;24.6;24.6;24.6;22.3;22.3;22.3;22.3;20;20;20;20;17.7;17.7;17.7;17.7;15.4;15.4;15.4;15.4;13.1;13.1;13.1;13.1;10.8;10.8;10.8;10.8;8.5;8.5;8.5;0
